,ID,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I)
1419,05231942,18.943,0.037,0.498,0.049,1.126,0.061,10.304937431123284,1.3186959999999999,0.591744,0.7269519999999998
1424,05233924,19.731,0.08,1.159,0.088,2.226,0.09,11.092937431123284,2.4186959999999997,1.252744,1.1659519999999997
1426,05233763,19.597,0.074,1.159,0.083,2.091,0.086,10.958937431123283,2.283696,1.252744,1.0309519999999999
1428,05233563,21.387,0.366,1.669,0.376,3.147,0.382,12.748937431123283,3.3396959999999996,1.7627439999999999,1.5769519999999997
1429,05233020,19.115,0.042,0.8,0.05,1.606,0.056,10.47693743112328,1.7986960000000003,0.8937440000000001,0.9049520000000002
1430,05233027,18.946,0.041,0.676,0.049,1.408,0.056,10.307937431123284,1.600696,0.769744,0.8309519999999999
1431,05233213,18.827,0.034,0.682,0.042,1.187,0.054,10.188937431123284,1.3796960000000003,0.775744,0.6039520000000003
1432,05233282,18.532,0.028,1.035,0.031,2.21,0.032,9.893937431123282,2.4026959999999997,1.128744,1.2739519999999998
1435,05233837,18.71,0.036,0.906,0.041,1.887,0.042,10.071937431123283,2.0796959999999998,0.999744,1.0799519999999998
1436,05233574,18.7,0.032,0.72,0.038,1.599,0.041,10.061937431123281,1.7916960000000002,0.813744,0.9779520000000002
1437,05233393,19.66,0.073,1.043,0.082,2.181,0.083,11.021937431123282,2.373696,1.136744,1.2369519999999998
1438,05233345,19.193,0.052,0.818,0.062,1.609,0.065,10.554937431123284,1.801696,0.9117439999999999,0.8899520000000001
1440,05233027,21.121,0.268,1.073,0.304,2.378,0.295,12.48293743112328,2.570696,1.1667439999999998,1.403952
1441,05233315,19.178,0.046,1.022,0.052,2.069,0.054,10.539937431123283,2.2616959999999997,1.115744,1.1459519999999996
1442,05233229,19.804,0.084,1.147,0.093,2.12,0.096,11.16593743112328,2.312696,1.240744,1.0719519999999998
1444,05222875,20.185,0.119,1.292,0.128,2.156,0.136,11.54693743112328,2.348696,1.385744,0.9629519999999998
1448,05223477,18.333,0.022,0.715,0.026,1.474,0.03,9.69493743112328,1.6666960000000002,0.8087439999999999,0.8579520000000003
1449,05223613,18.935,0.041,0.731,0.048,1.393,0.057,10.29693743112328,1.5856960000000002,0.8247439999999999,0.7609520000000003
1450,05223127,17.99,0.017,0.711,0.021,1.421,0.024,9.35193743112328,1.6136960000000002,0.8047439999999999,0.8089520000000003
1451,05223162,20.606,0.168,0.949,0.196,1.871,0.207,11.967937431123284,2.0636959999999998,1.042744,1.0209519999999999
1454,05224334,18.414,0.024,0.996,0.027,1.938,0.029,9.775937431123284,2.130696,1.0897439999999998,1.040952
1455,05224388,19.061,0.049,0.691,0.06,1.39,0.067,10.422937431123282,1.582696,0.7847439999999999,0.7979520000000002
1456,05223124,18.675,0.034,0.806,0.041,1.666,0.045,10.036937431123283,1.858696,0.8997439999999999,0.958952
1458,05224421,18.939,0.04,1.021,0.045,2.073,0.047,10.300937431123282,2.2656959999999997,1.1147439999999997,1.150952
1459,05223840,17.663,0.012,0.737,0.015,1.451,0.016,9.024937431123282,1.643696,0.8307439999999999,0.8129520000000001
1460,05224451,17.931,0.018,0.673,0.022,1.357,0.026,9.292937431123283,1.5496960000000002,0.7667439999999999,0.7829520000000003
1461,05224096,18.784,0.035,0.715,0.041,1.386,0.048,10.145937431123281,1.578696,0.8087439999999999,0.7699520000000002
1462,05224273,19.47,0.056,1.104,0.064,2.198,0.066,10.831937431123281,2.3906959999999997,1.197744,1.1929519999999998
1463,05223908,17.955,0.017,0.671,0.022,1.363,0.026,9.31693743112328,1.555696,0.7647440000000001,0.7909519999999999
1465,05225886,18.425,0.024,0.621,0.03,1.315,0.036,9.786937431123283,1.507696,0.714744,0.7929519999999999
1466,05225024,19.14,0.044,0.691,0.056,1.409,0.061,10.501937431123283,1.6016960000000002,0.7847439999999999,0.8169520000000003
1467,05225776,18.712,0.031,0.672,0.037,1.398,0.044,10.073937431123282,1.590696,0.765744,0.8249520000000001
1471,05225144,20.677,0.179,1.105,0.199,2.585,0.195,12.038937431123282,2.7776959999999997,1.1987439999999998,1.578952
1473,05225518,18.151,0.017,0.766,0.022,1.532,0.024,9.512937431123282,1.724696,0.8597439999999998,0.8649520000000002
1475,05225753,20.617,0.165,1.157,0.181,2.669,0.178,11.978937431123283,2.861696,1.2507439999999999,1.610952
1476,05225560,18.234,0.02,0.628,0.026,1.166,0.031,9.595937431123284,1.358696,0.7217439999999999,0.636952
1477,05225639,20.203,0.122,1.408,0.129,2.924,0.128,11.564937431123282,3.1166959999999997,1.5017439999999997,1.614952
1479,05225649,19.177,0.046,0.852,0.054,1.675,0.06,10.538937431123282,1.8676960000000002,0.9457439999999999,0.9219520000000003
1481,05224768,19.063,0.042,0.618,0.054,1.39,0.063,10.424937431123281,1.582696,0.7117439999999999,0.8709520000000002
1483,05224644,18.052,0.017,0.782,0.021,1.562,0.023,9.413937431123282,1.7546960000000003,0.8757439999999999,0.8789520000000004
1485,05224671,17.949,0.015,0.968,0.018,1.867,0.019,9.310937431123284,2.0596959999999997,1.0617439999999998,0.997952
1486,05225987,19.068,0.043,0.927,0.05,1.79,0.053,10.429937431123284,1.982696,1.0207439999999999,0.9619520000000001
1488,05230235,19.414,0.071,0.871,0.084,1.702,0.093,10.775937431123284,1.894696,0.9647439999999998,0.9299520000000001
1489,05230430,18.989,0.037,1.103,0.042,2.152,0.042,10.350937431123283,2.344696,1.196744,1.1479519999999999
1490,05231000,18.415,0.025,0.929,0.028,1.784,0.03,9.776937431123281,1.9766960000000002,1.022744,0.9539520000000001
1491,05230352,19.226,0.066,0.214,0.097,0.707,0.155,10.587937431123281,0.8996959999999999,0.30774399999999996,0.591952
1492,05230913,18.55,0.029,0.711,0.035,1.403,0.037,9.911937431123283,1.595696,0.8047439999999999,0.7909520000000001
1493,05230343,19.058,0.042,0.706,0.053,1.472,0.057,10.419937431123282,1.664696,0.7997439999999998,0.8649520000000002
1496,05231326,20.645,0.179,1.414,0.189,3.083,0.188,12.006937431123282,3.275696,1.507744,1.767952
1498,05231458,18.816,0.037,0.735,0.045,1.503,0.051,10.177937431123281,1.695696,0.8287439999999999,0.8669520000000002
1499,05230494,19.838,0.101,1.48,0.107,2.822,0.107,11.199937431123283,3.014696,1.5737439999999998,1.440952
1500,05230635,18.063,0.023,0.679,0.029,1.287,0.033,9.424937431123281,1.479696,0.7727440000000001,0.7069519999999998
1501,05230665,20.233,0.128,1.331,0.136,2.39,0.14,11.594937431123283,2.582696,1.4247439999999998,1.157952
1502,05230721,19.158,0.044,1.228,0.049,2.546,0.048,10.519937431123283,2.7386959999999996,1.321744,1.4169519999999995
1503,05230326,20.189,0.115,0.861,0.136,2.377,0.129,11.550937431123282,2.5696959999999995,0.954744,1.6149519999999995
1504,05230182,21.52,0.41,1.371,0.443,2.961,0.433,12.881937431123282,3.1536959999999996,1.4647439999999998,1.6889519999999998
1505,05231336,18.422,0.026,1.724,0.026,1.475,0.034,9.783937431123283,1.667696,1.817744,-0.15004799999999996
1506,05230437,17.663,0.012,0.613,0.015,1.264,0.018,9.024937431123282,1.4566960000000002,0.706744,0.7499520000000002
1508,05230854,19.755,0.082,0.729,0.098,1.861,0.099,11.116937431123281,2.053696,0.8227439999999999,1.230952
1510,05230054,17.715,0.012,0.864,0.015,1.686,0.016,9.076937431123282,1.878696,0.9577439999999999,0.920952
1511,05230324,21.501,0.376,1.43,0.397,3.306,0.391,12.862937431123283,3.498696,1.523744,1.9749519999999998
1513,05231583,20.669,0.19,1.154,0.217,2.455,0.209,12.030937431123283,2.647696,1.2477439999999997,1.399952
1515,05232025,18.732,0.033,0.951,0.038,1.841,0.04,10.093937431123281,2.033696,1.044744,0.988952
1517,05232150,18.718,0.032,0.775,0.038,1.502,0.043,10.079937431123282,1.6946960000000002,0.868744,0.8259520000000002
1518,05231614,19.494,0.066,0.91,0.077,1.831,0.08,10.855937431123282,2.0236959999999997,1.003744,1.0199519999999997
1519,05232237,18.935,0.052,0.726,0.065,1.219,0.077,10.29693743112328,1.4116960000000003,0.8197439999999998,0.5919520000000005
1523,05231640,20.759,0.209,1.186,0.228,2.221,0.234,12.120937431123282,2.413696,1.2797439999999998,1.133952
1524,05231736,20.554,0.168,1.006,0.192,2.168,0.195,11.91593743112328,2.360696,1.099744,1.2609519999999999
1525,05231981,18.645,0.028,0.675,0.034,1.327,0.042,10.006937431123282,1.519696,0.7687440000000001,0.7509519999999998
1526,05231803,17.976,0.016,0.719,0.02,1.366,0.024,9.337937431123281,1.558696,0.8127439999999999,0.7459520000000002
1527,05231884,19.165,0.048,0.834,0.056,1.733,0.06,10.526937431123281,1.925696,0.9277439999999999,0.9979520000000002
1528,05232662,19.111,0.047,0.723,0.058,1.551,0.062,10.472937431123283,1.7436960000000001,0.8167439999999999,0.9269520000000002
1529,05232880,20.009,0.099,1.089,0.109,2.242,0.112,11.370937431123282,2.4346959999999997,1.1827439999999998,1.251952
1530,05232571,19.536,0.066,0.851,0.078,1.712,0.086,10.897937431123284,1.9046960000000002,0.9447439999999998,0.9599520000000004
1531,05231943,18.593,0.028,0.654,0.034,1.412,0.039,9.954937431123282,1.604696,0.747744,0.8569519999999999
1532,05232544,21.015,0.271,1.289,0.29,2.598,0.29,12.376937431123283,2.7906959999999996,1.382744,1.4079519999999996
1533,05232465,20.183,0.133,1.237,0.142,2.693,0.141,11.544937431123282,2.885696,1.330744,1.554952
1534,05231788,19.542,0.069,0.901,0.078,1.635,0.09,10.903937431123284,1.8276960000000002,0.9947440000000001,0.8329520000000001
1536,05232731,20.862,0.221,1.152,0.242,2.287,0.247,12.22393743112328,2.4796959999999997,1.245744,1.2339519999999997
1540,05232914,18.467,0.025,0.582,0.032,1.285,0.037,9.82893743112328,1.4776960000000001,0.6757439999999999,0.8019520000000002
1541,05232986,19.289,0.052,0.941,0.06,1.829,0.064,10.650937431123284,2.021696,1.0347439999999999,0.986952
1542,05232256,18.626,0.029,0.877,0.033,1.693,0.036,9.987937431123283,1.885696,0.970744,0.914952
1543,05231507,18.322,0.025,1.186,0.027,2.356,0.027,9.683937431123281,2.5486959999999996,1.2797439999999998,1.2689519999999999
1544,05233866,19.83,0.086,1.103,0.096,2.222,0.098,11.19193743112328,2.4146959999999997,1.196744,1.2179519999999997
1547,05233109,19.388,0.056,1.007,0.064,1.803,0.071,10.749937431123284,1.995696,1.100744,0.894952
1549,05233387,19.318,0.053,0.726,0.066,1.329,0.076,10.679937431123284,1.5216960000000002,0.8197439999999998,0.7019520000000004
1550,05233065,18.521,0.026,0.951,0.029,1.811,0.032,9.882937431123283,2.0036959999999997,1.044744,0.9589519999999998
1552,05233959,18.223,0.023,0.601,0.029,1.194,0.033,9.584937431123281,1.386696,0.694744,0.6919519999999999
1553,05233081,19.671,0.077,0.914,0.088,1.64,0.099,11.032937431123282,1.832696,1.007744,0.8249520000000001
1554,05233573,17.648,0.013,0.568,0.017,1.189,0.02,9.009937431123282,1.381696,0.6617439999999999,0.7199520000000001
1555,05233693,18.564,0.029,0.445,0.038,1.077,0.045,9.925937431123282,1.269696,0.5387439999999999,0.730952
1556,05233573,18.28,0.024,0.54,0.029,1.112,0.038,9.641937431123283,1.304696,0.6337440000000001,0.670952
1559,05233931,17.947,0.016,0.722,0.02,1.473,0.022,9.308937431123281,1.6656960000000003,0.8157439999999998,0.8499520000000005
1560,05233274,19.904,0.103,1.075,0.116,2.554,0.112,11.265937431123282,2.7466959999999996,1.168744,1.5779519999999996
1561,05233933,18.092,0.017,1.061,0.02,2.051,0.021,9.45393743112328,2.243696,1.1547439999999998,1.0889520000000001
1564,05233605,18.623,0.033,0.633,0.043,1.42,0.048,9.984937431123283,1.612696,0.7267439999999998,0.8859520000000001
1565,05233953,19.268,0.054,0.836,0.062,1.84,0.067,10.629937431123283,2.032696,0.9297439999999999,1.1029520000000002
1566,05233704,18.411,0.025,0.622,0.031,1.171,0.039,9.772937431123284,1.3636960000000002,0.7157439999999999,0.6479520000000003
1567,05222850,18.768,0.04,0.709,0.049,1.363,0.059,10.129937431123283,1.555696,0.8027439999999999,0.7529520000000001
1568,05222794,20.655,0.314,1.334,0.339,2.451,0.343,12.016937431123283,2.643696,1.427744,1.215952
1570,05223240,19.329,0.062,1.116,0.071,2.105,0.074,10.690937431123283,2.2976959999999997,1.209744,1.0879519999999998
1571,05224410,18.886,0.036,1.223,0.039,2.132,0.041,10.247937431123281,2.324696,1.3167440000000001,1.0079519999999997
1574,05223243,18.292,0.026,0.665,0.032,1.351,0.038,9.653937431123284,1.543696,0.7587439999999999,0.7849520000000001
1575,05223723,18.505,0.028,0.551,0.035,1.274,0.042,9.866937431123281,1.466696,0.644744,0.821952
1576,05223130,20.01,0.139,1.063,0.157,2.128,0.162,11.371937431123284,2.320696,1.156744,1.1639519999999999
1577,05223801,18.226,0.022,0.878,0.025,1.714,0.026,9.587937431123281,1.906696,0.9717439999999999,0.934952
1578,05224067,17.919,0.014,0.664,0.019,1.399,0.021,9.280937431123283,1.591696,0.757744,0.833952
1579,05224007,19.152,0.046,0.82,0.055,1.63,0.06,10.513937431123283,1.8226959999999999,0.9137439999999999,0.908952
1580,05224433,20.571,0.163,1.249,0.179,2.421,0.179,11.932937431123284,2.6136959999999996,1.342744,1.2709519999999996
1581,05224020,18.44,0.025,1.041,0.028,2.034,0.029,9.801937431123283,2.2266959999999996,1.1347439999999998,1.0919519999999998
1582,05224396,20.228,0.12,1.519,0.125,3.034,0.126,11.589937431123284,3.2266959999999996,1.612744,1.6139519999999996
1583,05225788,20.975,0.25,1.239,0.271,2.704,0.266,12.336937431123284,2.896696,1.3327440000000002,1.5639519999999998
1584,05225895,19.084,0.044,0.594,0.055,1.419,0.062,10.445937431123282,1.611696,0.6877439999999999,0.9239520000000001
1585,05225804,18.495,0.025,0.858,0.029,1.716,0.031,9.856937431123283,1.9086960000000002,0.9517439999999999,0.9569520000000002
1587,05224684,18.07,0.019,0.746,0.024,1.489,0.027,9.431937431123282,1.6816960000000003,0.8397439999999998,0.8419520000000005
1588,05225766,19.383,0.053,0.783,0.065,1.516,0.076,10.744937431123281,1.708696,0.876744,0.831952
1591,05224581,17.842,0.015,0.682,0.019,1.357,0.022,9.20393743112328,1.5496960000000002,0.775744,0.7739520000000002
1593,05225773,19.55,0.073,0.98,0.082,1.9,0.087,10.911937431123283,2.0926959999999997,1.0737439999999998,1.0189519999999999
1595,05225610,21.001,0.258,0.386,0.345,1.85,0.303,12.362937431123283,2.042696,0.479744,1.562952
1596,05225521,18.318,0.024,0.785,0.028,1.563,0.031,9.679937431123284,1.7556960000000001,0.878744,0.8769520000000002
1598,05225497,19.288,0.051,1.093,0.057,2.047,0.059,10.649937431123282,2.239696,1.1867439999999998,1.052952
1599,05225445,21.068,0.264,1.378,0.28,3.234,0.275,12.429937431123284,3.4266959999999997,1.471744,1.9549519999999998
1600,05224755,20.65,0.173,0.873,0.208,2.383,0.193,12.01193743112328,2.5756959999999998,0.966744,1.6089519999999997
1601,05225178,19.362,0.06,1.256,0.068,2.732,0.065,10.72393743112328,2.924696,1.349744,1.574952
1602,05225173,18.119,0.018,0.775,0.022,1.579,0.024,9.480937431123282,1.7716960000000002,0.868744,0.9029520000000002
1603,05224715,18.365,0.023,1.163,0.025,2.337,0.025,9.72693743112328,2.529696,1.256744,1.2729519999999999
1604,05224964,21.144,0.288,0.835,0.341,2.576,0.312,12.50593743112328,2.768696,0.9287439999999998,1.839952
1605,05224772,19.59,0.072,0.738,0.085,1.617,0.092,10.951937431123282,1.809696,0.8317439999999998,0.9779520000000002
1606,05224961,18.239,0.02,0.702,0.025,1.476,0.028,9.600937431123283,1.668696,0.7957439999999998,0.8729520000000002
1607,05225650,20.768,0.197,1.448,0.208,2.615,0.211,12.129937431123283,2.807696,1.5417439999999998,1.2659520000000002
1609,05224943,18.695,0.034,1.007,0.039,1.857,0.042,10.056937431123282,2.049696,1.100744,0.948952
1611,05225210,18.886,0.038,0.696,0.047,1.394,0.052,10.247937431123281,1.586696,0.789744,0.7969520000000001
1613,05224821,18.032,0.016,0.832,0.019,1.584,0.022,9.393937431123282,1.776696,0.9257439999999999,0.8509520000000002
1614,05230978,20.779,0.199,1.191,0.219,2.592,0.214,12.140937431123282,2.784696,1.284744,1.4999519999999997
1615,05230728,19.844,0.084,0.966,0.096,1.782,0.104,11.205937431123283,1.974696,1.059744,0.914952
1616,05230734,18.591,0.032,0.706,0.038,1.494,0.043,9.952937431123283,1.6866960000000002,0.7997439999999998,0.8869520000000004
1617,05230760,18.615,0.03,0.816,0.037,1.675,0.039,9.97693743112328,1.8676960000000002,0.9097439999999999,0.9579520000000004
1618,05230848,18.434,0.024,0.639,0.03,1.258,0.036,9.795937431123283,1.450696,0.7327440000000001,0.7179519999999999
1621,05231016,17.954,0.015,0.71,0.019,1.366,0.022,9.315937431123283,1.558696,0.8037439999999998,0.7549520000000003
1622,05230660,19.64,0.073,1.342,0.078,2.813,0.077,11.001937431123283,3.005696,1.435744,1.569952
1623,05231167,20.994,0.255,1.698,0.263,3.01,0.267,12.355937431123282,3.2026959999999995,1.7917439999999998,1.4109519999999998
1624,05231213,20.654,0.178,1.058,0.202,2.562,0.192,12.015937431123282,2.7546959999999996,1.151744,1.6029519999999995
1625,05231278,18.17,0.02,0.629,0.025,1.318,0.03,9.531937431123284,1.510696,0.7227439999999998,0.7879520000000002
1627,05231424,18.287,0.02,1.014,0.024,1.927,0.024,9.648937431123281,2.119696,1.107744,1.0119519999999997
1628,05230752,18.248,0.02,0.607,0.026,1.231,0.034,9.609937431123283,1.4236960000000003,0.700744,0.7229520000000003
1633,05230647,18.292,0.025,0.736,0.03,1.535,0.032,9.653937431123284,1.7276960000000001,0.829744,0.8979520000000001
1634,05230241,19.312,0.054,0.681,0.067,1.551,0.072,10.673937431123283,1.7436960000000001,0.7747439999999999,0.9689520000000003
1635,05230077,18.539,0.027,1.033,0.03,1.906,0.033,9.900937431123284,2.098696,1.1267439999999997,0.9719520000000001
1636,05230180,20.975,0.244,0.954,0.276,2.628,0.261,12.336937431123284,2.820696,1.047744,1.7729519999999999
1637,05230133,19.461,0.061,0.959,0.072,1.946,0.073,10.82293743112328,2.138696,1.052744,1.085952
1638,05230251,19.373,0.054,0.967,0.062,1.844,0.068,10.734937431123283,2.036696,1.060744,0.9759520000000002
1639,05230566,21.025,0.255,0.997,0.288,2.374,0.281,12.38693743112328,2.566696,1.090744,1.475952
1640,05230307,18.673,0.031,0.666,0.037,1.332,0.043,10.03493743112328,1.5246960000000003,0.759744,0.7649520000000003
1641,05230473,18.247,0.02,0.983,0.023,1.985,0.024,9.608937431123282,2.177696,1.076744,1.1009520000000002
1642,05230374,17.758,0.013,1.192,0.014,2.767,0.014,9.119937431123281,2.9596959999999997,1.285744,1.6739519999999997
1644,05231982,19.292,0.049,0.889,0.058,1.479,0.07,10.653937431123284,1.671696,0.9827440000000001,0.688952
1646,05232403,18.56,0.027,0.7,0.033,1.385,0.039,9.92193743112328,1.5776960000000002,0.793744,0.7839520000000002
1649,05232557,18.11,0.02,0.573,0.026,1.164,0.033,9.471937431123282,1.3566960000000001,0.666744,0.6899520000000001
1651,05232805,18.733,0.032,0.679,0.039,1.321,0.047,10.094937431123283,1.5136960000000002,0.7727440000000001,0.740952
1652,05232915,18.63,0.03,1.102,0.033,2.203,0.034,9.991937431123281,2.3956959999999996,1.1957440000000001,1.1999519999999995
1654,05232345,20.054,0.11,1.237,0.119,2.252,0.122,11.41593743112328,2.4446959999999995,1.330744,1.1139519999999996
1655,05231784,18.256,0.02,0.591,0.026,1.221,0.031,9.617937431123282,1.413696,0.684744,0.728952
1658,05231535,20.224,0.125,1.048,0.137,2.132,0.142,11.585937431123282,2.324696,1.1417439999999999,1.182952
1659,05231639,18.423,0.025,0.708,0.03,1.353,0.033,9.78493743112328,1.5456960000000002,0.801744,0.7439520000000002
1664,05231890,20.115,0.129,1.264,0.139,2.47,0.139,11.47693743112328,2.662696,1.357744,1.304952
1666,05233616,19.799,0.116,0.917,0.134,1.859,0.142,11.160937431123282,2.0516959999999997,1.010744,1.0409519999999997
1667,05233907,18.562,0.029,0.886,0.034,1.653,0.038,9.923937431123283,1.845696,0.979744,0.865952
1671,05233864,18.837,0.141,0.484,0.189,1.213,0.211,10.198937431123282,1.405696,0.577744,0.827952
1672,05233541,18.329,0.023,0.595,0.029,1.275,0.035,9.690937431123283,1.467696,0.688744,0.7789519999999999
1673,05233092,17.768,0.013,0.629,0.017,1.267,0.021,9.129937431123283,1.4596959999999999,0.7227439999999998,0.736952
1674,05233765,18.33,0.027,0.693,0.032,1.277,0.038,9.69193743112328,1.4696960000000001,0.7867439999999999,0.6829520000000002
1676,05233790,18.883,0.059,1.302,0.064,2.618,0.064,10.244937431123281,2.8106959999999996,1.3957439999999999,1.4149519999999998
1677,05233133,18.577,0.03,0.686,0.036,1.309,0.042,9.938937431123284,1.5016960000000001,0.779744,0.7219520000000001
1681,05233460,20.123,0.116,1.46,0.122,2.43,0.128,11.484937431123283,2.622696,1.5537439999999998,1.0689520000000001
1682,05233424,19.389,0.068,1.239,0.074,2.537,0.073,10.750937431123281,2.7296959999999997,1.3327440000000002,1.3969519999999995
1685,05224429,19.408,0.06,0.821,0.07,1.77,0.075,10.769937431123283,1.962696,0.914744,1.047952
1686,05224046,19.983,0.111,1.125,0.12,1.949,0.131,11.344937431123283,2.141696,1.2187439999999998,0.9229520000000002
1687,05223588,18.645,0.039,0.764,0.045,1.416,0.055,10.006937431123282,1.608696,0.8577440000000001,0.7509519999999998
1688,05223432,19.848,0.146,1.425,0.155,2.808,0.156,11.209937431123281,3.0006959999999996,1.518744,1.4819519999999995
1690,05223729,17.768,0.014,0.694,0.018,1.429,0.02,9.129937431123283,1.6216960000000002,0.7877439999999998,0.8339520000000005
1692,05225865,20.042,0.1,1.126,0.112,2.327,0.113,11.403937431123284,2.5196959999999997,1.2197439999999997,1.299952
1693,05225623,17.941,0.016,0.948,0.019,1.893,0.019,9.302937431123281,2.085696,1.0417439999999998,1.0439520000000002
1694,05225614,20.899,0.217,1.266,0.237,1.852,0.264,12.260937431123283,2.044696,1.3597439999999998,0.6849520000000002
1695,05224759,19.552,0.066,0.807,0.077,1.601,0.089,10.913937431123282,1.793696,0.900744,0.892952
1696,05224760,19.105,0.042,1.134,0.047,2.168,0.049,10.466937431123283,2.360696,1.2277439999999997,1.1329520000000002
1697,05224881,17.918,0.015,0.858,0.018,1.745,0.02,9.279937431123281,1.937696,0.9517439999999999,0.9859520000000002
1699,05231392,18.04,0.02,0.869,0.024,1.742,0.025,9.401937431123281,1.934696,0.962744,0.9719519999999999
1700,05231362,18.0,0.018,0.681,0.022,1.291,0.028,9.361937431123282,1.483696,0.7747439999999999,0.708952
1701,05231088,19.152,0.045,0.73,0.057,1.396,0.065,10.513937431123283,1.5886959999999999,0.8237439999999998,0.7649520000000001
1702,05231428,18.164,0.029,0.908,0.033,1.831,0.034,9.525937431123284,2.0236959999999997,1.001744,1.0219519999999997
1703,05231346,18.482,0.026,0.536,0.035,1.061,0.044,9.843937431123281,1.253696,0.6297440000000001,0.6239519999999998
1704,05231058,19.407,0.055,0.766,0.067,1.733,0.071,10.768937431123282,1.925696,0.8597439999999998,1.0659520000000002
1705,05230636,20.184,0.125,1.276,0.135,2.238,0.144,11.545937431123283,2.4306959999999997,1.369744,1.0609519999999997
1706,05230411,21.521,0.371,1.051,0.426,2.744,0.399,12.882937431123283,2.936696,1.144744,1.791952
1707,05230527,20.591,0.16,1.303,0.175,2.297,0.181,11.952937431123283,2.489696,1.3967439999999998,1.0929520000000001
1709,05230956,18.883,0.036,1.195,0.04,2.325,0.04,10.244937431123281,2.517696,1.2887440000000001,1.2289519999999998
1710,05230754,18.643,0.03,0.829,0.035,1.818,0.036,10.004937431123283,2.010696,0.922744,1.0879519999999998
1711,05230807,18.037,0.018,0.653,0.022,2.365,0.02,9.398937431123281,2.557696,0.7467439999999999,1.8109520000000001
1712,05232825,20.445,0.155,1.276,0.168,2.596,0.169,11.806937431123282,2.788696,1.369744,1.4189519999999998
1713,05232144,17.866,0.015,0.839,0.018,1.663,0.019,9.227937431123282,1.8556960000000002,0.9327439999999998,0.9229520000000004
1714,05231633,19.656,0.073,1.176,0.081,2.616,0.079,11.017937431123281,2.808696,1.269744,1.5389519999999999
1715,05231535,18.915,0.038,0.71,0.046,1.416,0.051,10.276937431123281,1.608696,0.8037439999999998,0.8049520000000001
1717,05233307,19.643,0.111,1.008,0.126,1.92,0.133,11.004937431123283,2.1126959999999997,1.1017439999999998,1.0109519999999999
1719,05233100,17.875,0.025,0.684,0.032,1.301,0.037,9.236937431123282,1.4936960000000001,0.777744,0.7159520000000001
1723,05223500,18.484,0.027,0.762,0.034,1.543,0.039,9.845937431123284,1.7356960000000001,0.8557439999999998,0.8799520000000003
1724,05224002,21.51,0.407,1.444,0.431,3.16,0.425,12.871937431123284,3.352696,1.5377439999999998,1.8149520000000001
1726,05223349,19.432,0.062,0.932,0.072,1.887,0.078,10.79393743112328,2.0796959999999998,1.025744,1.0539519999999998
1727,05224382,17.805,0.013,0.9,0.016,1.829,0.017,9.166937431123282,2.021696,0.993744,1.027952
1728,05223151,17.932,0.015,0.588,0.021,1.226,0.024,9.29393743112328,1.418696,0.6817439999999999,0.736952
1729,05224420,19.561,0.067,0.814,0.079,1.78,0.085,10.922937431123282,1.9726960000000002,0.9077439999999999,1.0649520000000003
1730,05224429,19.518,0.071,0.989,0.079,1.898,0.085,10.879937431123283,2.090696,1.082744,1.007952
1733,05224350,17.86,0.016,0.906,0.019,1.847,0.02,9.221937431123282,2.0396959999999997,0.999744,1.0399519999999998
1734,05224046,19.665,0.085,0.725,0.107,1.407,0.12,11.026937431123281,1.599696,0.8187439999999999,0.7809520000000001
1735,05223146,20.117,0.173,1.08,0.193,2.585,0.189,11.478937431123283,2.7776959999999997,1.173744,1.6039519999999998
1736,05223465,17.67,0.014,0.744,0.017,1.526,0.019,9.031937431123284,1.7186960000000002,0.837744,0.8809520000000002
1737,05223588,18.554,0.072,0.681,0.088,1.332,0.107,9.91593743112328,1.5246960000000003,0.7747439999999999,0.7499520000000004
1738,05223432,19.51,0.163,1.221,0.188,2.376,0.18,10.871937431123284,2.5686959999999996,1.314744,1.2539519999999997
1739,05223972,18.797,0.032,0.791,0.039,1.5,0.045,10.158937431123283,1.692696,0.884744,0.807952
1740,05223406,19.009,0.053,0.723,0.065,1.272,0.082,10.370937431123282,1.4646960000000002,0.8167439999999999,0.6479520000000003
1742,05223729,17.766,0.023,0.678,0.029,1.305,0.035,9.12793743112328,1.4976960000000001,0.771744,0.7259520000000002
1745,05225741,19.496,0.07,0.736,0.081,1.214,0.102,10.85793743112328,1.406696,0.829744,0.5769519999999999
1746,05225316,18.135,0.017,0.727,0.022,1.497,0.024,9.496937431123284,1.6896960000000003,0.8207439999999999,0.8689520000000004
1748,05225976,17.696,0.013,0.94,0.015,1.832,0.017,9.057937431123284,2.024696,1.0337439999999998,0.9909520000000003
1749,05225865,20.189,0.11,1.163,0.122,2.22,0.125,11.550937431123282,2.412696,1.256744,1.1559519999999999
1750,05225964,17.64,0.013,0.921,0.015,1.77,0.017,9.001937431123283,1.962696,1.014744,0.9479519999999999
1751,05225925,20.558,0.163,1.311,0.176,2.608,0.178,11.919937431123282,2.800696,1.4047439999999998,1.395952
1752,05225207,20.248,0.123,1.626,0.128,3.258,0.128,11.609937431123283,3.4506959999999998,1.7197439999999997,1.730952
1754,05224612,19.368,0.056,1.03,0.063,1.975,0.067,10.72993743112328,2.167696,1.123744,1.0439519999999998
1755,05225635,19.392,0.057,0.833,0.068,1.583,0.077,10.753937431123282,1.7756960000000002,0.926744,0.8489520000000002
