,ID,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I)
972,05220608,21.339,0.326,1.154,0.357,1.987,0.391,12.70093743112328,2.179696,1.2477439999999997,0.9319520000000001
973,05220282,20.973,0.241,1.168,0.267,2.837,0.255,12.334937431123281,3.029696,1.261744,1.767952
974,05220744,18.513,0.026,0.747,0.031,1.458,0.036,9.874937431123284,1.6506960000000002,0.8407439999999999,0.8099520000000002
975,05220310,18.112,0.017,0.71,0.021,1.409,0.025,9.47393743112328,1.6016960000000002,0.8037439999999998,0.7979520000000004
976,05220425,20.024,0.104,1.001,0.117,1.862,0.124,11.385937431123283,2.054696,1.0947439999999997,0.9599520000000001
977,05220361,18.147,0.022,0.818,0.024,1.597,0.028,9.50893743112328,1.789696,0.9117439999999999,0.8779520000000001
978,05220384,17.787,0.016,0.734,0.019,1.479,0.021,9.148937431123281,1.671696,0.8277439999999998,0.8439520000000003
982,05220085,18.787,0.045,0.845,0.053,1.663,0.056,10.148937431123281,1.8556960000000002,0.938744,0.9169520000000002
985,05221430,19.032,0.043,0.736,0.053,1.633,0.055,10.393937431123282,1.825696,0.829744,0.995952
986,05221358,17.679,0.012,0.757,0.015,1.471,0.017,9.04093743112328,1.663696,0.850744,0.8129520000000001
988,05220970,19.485,0.071,0.809,0.079,1.699,0.086,10.846937431123282,1.8916960000000003,0.902744,0.9889520000000003
990,05220408,18.516,0.027,0.858,0.031,1.65,0.034,9.87793743112328,1.842696,0.9517439999999999,0.890952
991,05220297,21.533,0.387,1.451,0.409,2.878,0.411,12.894937431123283,3.070696,1.544744,1.525952
993,05220806,20.938,0.228,1.262,0.248,3.566,0.236,12.299937431123281,3.7586959999999996,1.3557439999999998,2.402952
994,05220801,18.279,0.02,0.781,0.025,1.509,0.028,9.640937431123282,1.7016959999999999,0.874744,0.8269519999999999
995,05222824,19.417,0.058,1.146,0.064,2.543,0.064,10.778937431123284,2.735696,1.2397439999999997,1.4959520000000002
996,05222370,19.628,0.078,1.15,0.088,1.968,0.097,10.989937431123282,2.1606959999999997,1.2437439999999997,0.916952
997,05222581,18.328,0.023,0.751,0.027,1.505,0.031,9.689937431123282,1.6976959999999999,0.8447439999999999,0.8529519999999999
998,05221931,19.466,0.062,0.99,0.071,1.916,0.076,10.827937431123283,2.1086959999999997,1.083744,1.0249519999999996
999,05222019,19.992,0.099,1.244,0.106,2.282,0.11,11.353937431123283,2.474696,1.337744,1.1369519999999997
1000,05222058,19.874,0.087,0.92,0.101,1.727,0.11,11.235937431123281,1.9196960000000003,1.013744,0.9059520000000003
1001,05221629,21.397,0.337,1.399,0.361,3.324,0.35,12.75893743112328,3.5166959999999996,1.4927439999999998,2.0239519999999995
1003,05221643,20.722,0.181,1.005,0.21,2.398,0.2,12.083937431123283,2.590696,1.0987439999999997,1.4919520000000002
1004,05222395,18.233,0.019,0.783,0.024,1.511,0.026,9.594937431123283,1.703696,0.876744,0.8269520000000001
1005,05221545,20.829,0.213,1.602,0.221,3.271,0.222,12.190937431123283,3.4636959999999997,1.6957440000000001,1.7679519999999995
1006,05222576,19.091,0.048,0.828,0.057,1.562,0.066,10.452937431123283,1.7546960000000003,0.9217439999999999,0.8329520000000004
1009,05222226,18.477,0.027,0.811,0.032,1.562,0.034,9.838937431123282,1.7546960000000003,0.904744,0.8499520000000003
1010,05221834,21.181,0.29,1.395,0.307,2.545,0.315,12.542937431123283,2.7376959999999997,1.4887439999999998,1.2489519999999998
1011,05212534,17.99,0.016,0.716,0.02,1.489,0.023,9.35193743112328,1.6816960000000003,0.809744,0.8719520000000003
1012,05212870,21.548,0.436,1.516,0.462,3.042,0.459,12.90993743112328,3.2346959999999996,1.6097439999999998,1.6249519999999997
1013,05212688,18.401,0.025,0.871,0.028,1.694,0.031,9.762937431123282,1.886696,0.9647439999999998,0.9219520000000001
1015,05212632,19.288,0.078,0.979,0.089,1.544,0.108,10.649937431123282,1.736696,1.072744,0.6639520000000001
1016,05212532,18.025,0.024,1.109,0.026,2.206,0.028,9.38693743112328,2.3986959999999997,1.2027439999999998,1.195952
1017,05212897,20.007,0.092,0.757,0.114,1.749,0.122,11.368937431123284,1.941696,0.850744,1.0909520000000001
1018,05212513,19.72,0.084,0.812,0.1,1.658,0.109,11.081937431123281,1.850696,0.9057440000000001,0.9449519999999998
1019,05212500,17.752,0.013,0.874,0.016,1.736,0.017,9.113937431123281,1.9286960000000002,0.9677439999999999,0.9609520000000003
1021,05211859,19.23,0.069,-0.057,0.117,1.147,0.105,10.591937431123283,1.3396960000000002,0.036744,1.3029520000000003
1022,05211915,19.213,0.084,0.517,0.108,1.039,0.146,10.574937431123283,1.2316960000000001,0.610744,0.6209520000000002
1023,05211970,19.07,0.044,0.576,0.057,1.202,0.073,10.431937431123282,1.394696,0.6697439999999999,0.724952
1025,05211616,19.534,0.105,0.805,0.125,1.554,0.141,10.895937431123281,1.7466960000000002,0.898744,0.8479520000000003
1026,05212340,17.984,0.016,0.869,0.019,1.72,0.02,9.345937431123284,1.9126960000000002,0.962744,0.9499520000000001
1027,05212110,20.338,0.135,1.008,0.155,1.748,0.171,11.699937431123283,1.9406960000000002,1.1017439999999998,0.8389520000000004
1028,05212277,21.543,0.423,0.965,0.481,2.718,0.448,12.904937431123281,2.9106959999999997,1.058744,1.8519519999999998
1029,05212271,20.685,0.184,1.155,0.203,2.308,0.207,12.04693743112328,2.5006959999999996,1.248744,1.2519519999999995
1031,05213899,19.274,0.05,0.559,0.065,1.431,0.071,10.635937431123283,1.623696,0.652744,0.970952
1032,05213230,19.304,0.053,1.365,0.057,2.633,0.057,10.66593743112328,2.8256959999999998,1.458744,1.3669519999999997
1034,05213283,19.129,0.048,0.761,0.056,1.439,0.065,10.490937431123283,1.631696,0.854744,0.7769520000000001
1035,05214122,17.767,0.013,1.16,0.014,2.273,0.015,9.128937431123282,2.465696,1.253744,1.211952
1036,05213189,19.432,0.062,0.861,0.074,1.466,0.083,10.79393743112328,1.6586960000000002,0.954744,0.7039520000000001
1037,05214273,18.586,0.029,0.742,0.034,1.598,0.037,9.94793743112328,1.7906960000000003,0.8357439999999998,0.9549520000000005
1038,05214142,18.254,0.018,1.122,0.021,2.186,0.021,9.615937431123283,2.3786959999999997,1.2157440000000002,1.1629519999999995
1039,05213857,19.262,0.053,0.779,0.062,1.434,0.075,10.623937431123283,1.6266960000000001,0.872744,0.7539520000000002
1041,05213323,18.699,0.031,0.899,0.036,1.737,0.038,10.060937431123284,1.929696,0.9927439999999998,0.9369520000000002
1042,05213388,19.022,0.04,0.896,0.047,1.699,0.051,10.38393743112328,1.8916960000000003,0.989744,0.9019520000000003
1043,05213486,20.442,0.153,1.128,0.166,2.508,0.167,11.803937431123282,2.7006959999999998,1.221744,1.4789519999999998
1044,05213569,20.045,0.104,1.36,0.113,2.445,0.115,11.406937431123284,2.6376959999999996,1.4537440000000001,1.1839519999999994
1047,05213676,18.057,0.015,0.977,0.018,1.952,0.019,9.41893743112328,2.1446959999999997,1.070744,1.0739519999999998
1048,05214028,20.819,0.189,1.332,0.209,2.785,0.203,12.180937431123281,2.977696,1.4257440000000001,1.5519519999999998
1049,05213629,21.233,0.301,1.49,0.316,3.263,0.314,12.594937431123283,3.4556959999999997,1.583744,1.8719519999999996
1051,05214163,20.11,0.115,0.706,0.138,1.823,0.141,11.471937431123282,2.0156959999999997,0.7997439999999998,1.215952
1053,05214686,18.911,0.036,0.995,0.042,2.147,0.042,10.272937431123284,2.3396959999999996,1.088744,1.2509519999999996
1055,05214914,20.596,0.159,1.045,0.182,1.922,0.193,11.957937431123282,2.114696,1.1387439999999998,0.9759520000000002
1056,05215034,21.238,0.312,1.212,0.337,2.557,0.336,12.599937431123282,2.7496959999999997,1.305744,1.4439519999999997
1057,05215075,19.351,0.056,1.168,0.062,2.223,0.063,10.712937431123281,2.4156959999999996,1.261744,1.1539519999999996
1058,05215278,19.114,0.045,1.047,0.051,2.003,0.053,10.475937431123283,2.195696,1.140744,1.054952
1059,05214747,20.552,0.163,1.269,0.176,2.078,0.187,11.913937431123282,2.2706959999999996,1.362744,0.9079519999999996
1060,05214761,20.71,0.207,0.927,0.24,2.055,0.235,12.071937431123283,2.247696,1.0207439999999999,1.226952
1061,05214857,19.71,0.068,1.272,0.075,2.461,0.076,11.071937431123283,2.6536959999999996,1.365744,1.2879519999999995
1062,05214881,17.949,0.015,1.268,0.017,2.798,0.016,9.310937431123284,2.990696,1.361744,1.6289519999999997
1063,05215074,20.027,0.109,0.819,0.127,1.688,0.136,11.388937431123283,1.8806960000000001,0.9127439999999998,0.9679520000000004
1064,05215948,18.348,0.023,0.758,0.026,1.415,0.031,9.709937431123281,1.607696,0.8517439999999998,0.7559520000000002
1065,05215615,21.581,0.401,1.514,0.419,3.414,0.417,12.942937431123282,3.606696,1.607744,1.9989519999999998
1067,05215815,18.693,0.036,0.711,0.042,1.435,0.048,10.054937431123284,1.627696,0.8047439999999999,0.8229520000000001
1068,05215532,19.572,0.08,1.164,0.091,2.158,0.094,10.933937431123281,2.3506959999999997,1.257744,1.0929519999999997
1069,05215718,19.13,0.042,0.808,0.052,1.507,0.061,10.491937431123281,1.699696,0.9017440000000001,0.797952
1072,05215579,18.949,0.039,0.856,0.044,1.711,0.048,10.310937431123284,1.9036960000000003,0.9497439999999999,0.9539520000000004
1073,05215305,18.24,0.019,0.827,0.023,1.62,0.026,9.60193743112328,1.812696,0.9207439999999998,0.8919520000000003
1074,05214597,19.362,0.058,0.794,0.07,1.721,0.072,10.72393743112328,1.913696,0.8877439999999999,1.0259520000000002
1075,05215007,19.322,0.051,0.95,0.059,1.93,0.062,10.683937431123281,2.122696,1.043744,1.078952
1076,05215675,18.241,0.02,0.704,0.025,1.483,0.028,9.602937431123282,1.675696,0.797744,0.8779520000000001
1078,05220092,19.425,0.062,1.003,0.072,1.88,0.079,10.786937431123283,2.0726959999999996,1.096744,0.9759519999999997
1079,05220654,17.675,0.013,0.654,0.017,1.288,0.019,9.036937431123283,1.4806960000000002,0.747744,0.7329520000000003
1080,05220658,18.393,0.022,1.053,0.025,2.03,0.025,9.754937431123283,2.2226959999999996,1.1467439999999998,1.0759519999999998
1081,05220736,20.871,0.219,1.489,0.233,2.487,0.239,12.23293743112328,2.679696,1.5827440000000002,1.0969519999999997
1082,05220548,18.22,0.02,0.608,0.026,1.19,0.031,9.581937431123281,1.382696,0.7017439999999999,0.680952
1084,05220595,18.525,0.031,0.602,0.037,1.084,0.045,9.88693743112328,1.276696,0.6957439999999999,0.5809520000000001
1085,05220043,18.584,0.026,0.917,0.03,1.734,0.033,9.945937431123282,1.926696,1.010744,0.9159519999999999
1086,05220007,18.287,0.018,1.065,0.021,1.977,0.023,9.648937431123281,2.169696,1.1587439999999998,1.0109520000000003
1087,05220197,19.014,0.04,0.642,0.051,1.338,0.06,10.375937431123281,1.530696,0.735744,0.7949520000000001
1088,05220402,19.042,0.041,0.743,0.05,1.383,0.057,10.403937431123284,1.575696,0.8367439999999999,0.738952
1089,05220077,18.699,0.032,0.845,0.037,1.664,0.042,10.060937431123284,1.8566960000000001,0.938744,0.9179520000000001
1090,05220341,18.524,0.025,0.721,0.03,1.482,0.034,9.885937431123283,1.6746960000000002,0.8147439999999999,0.8599520000000003
1091,05220803,18.743,0.034,0.84,0.038,1.533,0.044,10.10493743112328,1.725696,0.9337439999999999,0.791952
1093,05220219,17.984,0.015,0.602,0.02,1.187,0.025,9.345937431123284,1.3796960000000003,0.6957439999999999,0.6839520000000003
1100,05221226,18.199,0.019,0.608,0.024,1.167,0.032,9.560937431123284,1.3596960000000002,0.7017439999999999,0.6579520000000003
1102,05220919,17.968,0.014,0.614,0.019,1.26,0.023,9.329937431123282,1.4526960000000002,0.7077439999999999,0.7449520000000003
1103,05222670,21.524,0.445,1.199,0.486,3.002,0.469,12.885937431123283,3.1946959999999995,1.2927440000000001,1.9019519999999994
1104,05222645,18.671,0.032,0.835,0.038,1.701,0.041,10.032937431123282,1.893696,0.9287439999999998,0.9649520000000003
1105,05222676,18.881,0.04,0.941,0.047,1.776,0.053,10.242937431123282,1.9686960000000002,1.0347439999999999,0.9339520000000003
1106,05222686,18.369,0.031,0.896,0.036,1.69,0.039,9.730937431123282,1.882696,0.989744,0.892952
1109,05222533,17.926,0.043,1.077,0.047,1.323,0.062,9.28793743112328,1.515696,1.1707439999999998,0.34495200000000015
1111,05222344,18.582,0.04,0.661,0.048,1.312,0.056,9.943937431123283,1.5046960000000003,0.7547439999999999,0.7499520000000004
1113,05222486,18.438,0.033,1.384,0.058,1.944,0.069,9.799937431123281,2.1366959999999997,1.4777439999999997,0.658952
1114,05221860,19.827,0.099,0.683,0.125,1.906,0.117,11.188937431123284,2.098696,0.7767440000000001,1.3219519999999998
1115,05221646,21.458,0.353,1.523,0.372,2.737,0.379,12.81993743112328,2.929696,1.616744,1.312952
1116,05222173,19.513,0.065,1.124,0.072,2.105,0.074,10.874937431123284,2.2976959999999997,1.217744,1.0799519999999998
1117,05221857,18.604,0.026,1.028,0.029,2.018,0.031,9.965937431123281,2.2106959999999996,1.1217439999999999,1.0889519999999997
1119,05221868,18.008,0.018,0.907,0.022,1.612,0.026,9.369937431123281,1.804696,1.0007439999999999,0.8039520000000002
1120,05222486,18.419,0.033,0.638,0.04,1.087,0.056,9.780937431123283,1.2796960000000002,0.731744,0.5479520000000002
1121,05222121,19.193,0.05,0.574,0.063,1.369,0.076,10.554937431123284,1.5616960000000002,0.6677439999999999,0.8939520000000003
1122,05222389,18.448,0.032,0.962,0.038,1.836,0.04,9.809937431123283,2.028696,1.055744,0.972952
1125,05214540,18.668,0.029,0.925,0.033,1.785,0.036,10.029937431123281,1.9776960000000001,1.018744,0.958952
1126,05221576,17.961,0.023,0.642,0.027,1.179,0.033,9.32293743112328,1.3716960000000002,0.735744,0.6359520000000003
1127,05222967,17.93,0.024,1.009,0.027,2.075,0.027,9.291937431123282,2.267696,1.1027439999999997,1.1649520000000002
1129,05223212,19.333,0.138,0.876,0.162,1.729,0.17,10.69493743112328,1.921696,0.9697439999999999,0.9519520000000001
1130,05223713,18.898,0.037,0.907,0.044,1.72,0.05,10.259937431123282,1.9126960000000002,1.0007439999999999,0.9119520000000003
1132,05224179,19.482,0.064,0.775,0.077,1.594,0.088,10.843937431123281,1.7866960000000003,0.868744,0.9179520000000003
1133,05223324,19.825,0.151,0.78,0.179,2.145,0.173,11.186937431123281,2.3376959999999998,0.8737440000000001,1.4639519999999997
1135,05223151,19.429,0.177,0.886,0.216,1.755,0.222,10.79093743112328,1.9476959999999999,0.979744,0.9679519999999999
1138,05224334,18.124,0.018,0.72,0.022,1.458,0.025,9.485937431123281,1.6506960000000002,0.813744,0.8369520000000001
1142,05225840,18.299,0.02,0.789,0.025,1.597,0.028,9.660937431123282,1.789696,0.882744,0.906952
1143,05224986,20.448,0.147,1.059,0.165,2.594,0.159,11.809937431123283,2.7866959999999996,1.152744,1.6339519999999996
1151,05224949,18.686,0.03,0.785,0.035,1.59,0.04,10.047937431123282,1.7826960000000003,0.878744,0.9039520000000003
1152,05224683,19.047,0.044,1.03,0.051,1.967,0.053,10.408937431123283,2.159696,1.123744,1.0359519999999998
1153,05224911,18.804,0.035,0.86,0.04,1.716,0.044,10.16593743112328,1.9086960000000002,0.9537439999999999,0.9549520000000002
1155,05225517,19.503,0.063,0.769,0.077,1.406,0.094,10.864937431123282,1.5986960000000001,0.862744,0.7359520000000002
1156,05225210,20.518,0.158,1.664,0.164,2.526,0.172,11.879937431123283,2.7186959999999996,1.757744,0.9609519999999996
1157,05231338,19.532,0.07,0.962,0.078,2.007,0.081,10.893937431123282,2.199696,1.055744,1.1439519999999999
1158,05231373,18.712,0.029,0.971,0.033,1.864,0.035,10.073937431123282,2.056696,1.064744,0.9919520000000002
1161,05230511,18.675,0.031,0.714,0.038,1.262,0.048,10.036937431123283,1.454696,0.8077439999999998,0.6469520000000002
1162,05230404,19.225,0.055,0.72,0.067,1.458,0.074,10.586937431123284,1.6506960000000002,0.813744,0.8369520000000001
1164,05231350,18.358,0.025,0.662,0.03,1.355,0.036,9.719937431123283,1.547696,0.755744,0.791952
1165,05230602,18.51,0.028,0.717,0.033,1.384,0.038,9.871937431123284,1.5766959999999999,0.8107439999999999,0.765952
1166,05230762,17.703,0.012,0.612,0.016,1.223,0.02,9.064937431123282,1.4156960000000003,0.7057439999999999,0.7099520000000004
1167,05230565,18.472,0.029,0.973,0.033,1.909,0.034,9.833937431123283,2.101696,1.066744,1.034952
1168,05230519,19.466,0.066,1.083,0.075,2.082,0.077,10.827937431123283,2.2746959999999996,1.176744,1.0979519999999996
1169,05230088,19.835,0.09,1.12,0.1,2.141,0.101,11.196937431123283,2.3336959999999998,1.213744,1.1199519999999998
1170,05232718,19.289,0.066,0.805,0.079,1.546,0.086,10.650937431123284,1.7386960000000002,0.898744,0.8399520000000003
1172,05231575,19.548,0.063,0.99,0.072,2.019,0.076,10.90993743112328,2.211696,1.083744,1.1279519999999998
1174,05231828,19.712,0.08,1.237,0.087,2.825,0.084,11.073937431123282,3.017696,1.330744,1.686952
1177,05232454,20.414,0.146,1.076,0.165,2.15,0.167,11.775937431123284,2.3426959999999997,1.169744,1.1729519999999998
1178,05231623,19.161,0.052,0.753,0.061,1.505,0.069,10.522937431123284,1.6976959999999999,0.8467439999999999,0.8509519999999999
1179,05231931,20.151,0.117,0.998,0.131,2.196,0.132,11.512937431123282,2.388696,1.091744,1.2969519999999999
1180,05231804,20.599,0.188,1.26,0.204,2.249,0.207,11.960937431123282,2.441696,1.353744,1.0879519999999998
1181,05232984,19.314,0.068,1.299,0.073,2.804,0.072,10.675937431123282,2.9966959999999996,1.3927439999999998,1.6039519999999998
1182,05232964,19.092,0.049,1.123,0.055,2.585,0.054,10.45393743112328,2.7776959999999997,1.216744,1.5609519999999997
1184,05233611,19.928,0.159,0.95,0.18,1.75,0.2,11.289937431123283,1.942696,1.043744,0.898952
1188,05233400,17.861,0.022,0.628,0.027,1.347,0.03,9.222937431123283,1.539696,0.7217439999999999,0.817952
1189,05233523,18.814,0.076,0.5,0.1,0.962,0.136,10.175937431123282,1.1546960000000002,0.593744,0.5609520000000001
1190,05222804,18.924,0.037,0.856,0.043,1.712,0.047,10.285937431123282,1.9046960000000002,0.9497439999999999,0.9549520000000002
1191,05222801,19.16,0.049,1.134,0.055,2.658,0.053,10.521937431123282,2.8506959999999997,1.2277439999999997,1.622952
1192,05222772,17.822,0.015,0.947,0.018,1.889,0.019,9.183937431123281,2.081696,1.040744,1.040952
1193,05222757,19.005,0.043,0.723,0.053,1.392,0.064,10.366937431123281,1.5846959999999999,0.8167439999999999,0.767952
1194,05222909,20.07,0.153,1.128,0.166,2.361,0.169,11.431937431123282,2.553696,1.221744,1.331952
1195,05222771,20.126,0.133,1.361,0.144,3.003,0.141,11.487937431123283,3.195696,1.454744,1.7409519999999998
1197,05223183,18.937,0.04,1.202,0.043,2.245,0.046,10.298937431123283,2.437696,1.2957439999999998,1.141952
1199,05224469,21.126,0.28,1.611,0.29,3.095,0.293,12.487937431123283,3.287696,1.704744,1.582952
1200,05223277,21.42,0.362,1.756,0.376,2.902,0.387,12.781937431123284,3.094696,1.849744,1.2449519999999998
1203,05223243,20.713,0.198,1.326,0.213,2.27,0.224,12.074937431123283,2.4626959999999998,1.419744,1.0429519999999999
1204,05223698,19.233,0.047,0.791,0.057,1.603,0.065,10.594937431123283,1.7956960000000002,0.884744,0.9109520000000002
1205,05223525,18.4,0.026,0.973,0.029,1.873,0.031,9.76193743112328,2.065696,1.066744,0.9989520000000001
1206,05224084,19.843,0.091,1.415,0.096,2.813,0.097,11.204937431123282,3.005696,1.5087439999999999,1.496952
1207,05224200,19.182,0.047,1.009,0.054,1.903,0.057,10.54393743112328,2.095696,1.1027439999999997,0.9929520000000001
1208,05224150,18.191,0.019,0.875,0.023,1.687,0.025,9.552937431123281,1.8796960000000003,0.9687439999999998,0.9109520000000004
1211,05223844,20.09,0.108,1.006,0.124,2.017,0.126,11.451937431123282,2.2096959999999997,1.099744,1.1099519999999996
1212,05223793,18.938,0.041,1.096,0.047,2.093,0.049,10.299937431123281,2.2856959999999997,1.189744,1.0959519999999998
1214,05223463,19.236,0.054,0.935,0.062,1.831,0.066,10.597937431123283,2.0236959999999997,1.0287439999999999,0.9949519999999998
1215,05225952,20.286,0.134,1.032,0.148,1.885,0.162,11.647937431123284,2.077696,1.1257439999999999,0.9519520000000001
